page_id,doc_id,n_chars,n_words,status
as_p0811,ch23_bernoulli_zeta,1599,29,ok
as_p0813,ch23_bernoulli_zeta,1594,350,ok
as_p0814,ch23_bernoulli_zeta,3699,729,ok
as_p0815,ch23_bernoulli_zeta,1591,317,ok
as_p0816,ch23_bernoulli_zeta,3491,638,ok
as_p0817,ch23_bernoulli_zeta,1611,312,ok
as_p0818,ch23_bernoulli_zeta,4583,435,ok
as_p0819,ch23_bernoulli_zeta,1587,142,ok
as_p0820,ch23_bernoulli_zeta,397,30,ok
as_p0821,ch24_combinatorial,1632,200,ok
as_p0822,ch24_combinatorial,1344,181,ok
as_p0823,ch24_combinatorial,1275,218,ok
as_p0824,ch24_combinatorial,2223,135,ok
as_p0825,ch24_combinatorial,2136,41,ok
as_p0826,ch24_combinatorial,176,12,ok
as_p0827,ch24_combinatorial,2366,270,ok
as_p0831,ch24_combinatorial,351,57,ok
as_p0832,ch24_combinatorial,1597,379,ok
as_p0833,ch24_combinatorial,320,64,ok
as_p0834,ch24_combinatorial,1552,300,ok
as_p0837,ch24_combinatorial,1568,25,ok
as_p0839,ch24_combinatorial,1606,290,ok
as_p0841,ch24_combinatorial,3190,836,ok
as_p0842,ch24_combinatorial,3674,482,ok
as_p0844,ch24_combinatorial,211,22,ok
as_p0848,ch24_combinatorial,721,54,ok
as_p0849,ch24_combinatorial,921,168,ok
as_p0850,ch24_combinatorial,151,21,ok
as_p0852,ch24_combinatorial,203,19,ok
as_p0854,ch24_combinatorial,288,32,ok
as_p0855,ch24_combinatorial,139,31,ok
as_p0856,ch24_combinatorial,321,34,ok
as_p0858,ch24_combinatorial,159,17,ok
as_p0860,ch24_combinatorial,223,36,ok
as_p0861,ch24_combinatorial,364,63,ok
as_p0862,ch24_combinatorial,439,105,ok
as_p0863,ch24_combinatorial,184,24,ok
as_p0864,ch24_combinatorial,1604,496,ok
as_p0865,ch24_combinatorial,160,11,ok
as_p0866,ch24_combinatorial,1604,458,ok
as_p0867,ch24_combinatorial,1618,443,ok
as_p0868,ch24_combinatorial,249,43,ok
as_p0869,ch24_combinatorial,1705,384,ok
as_p0870,ch24_combinatorial,177,49,ok
as_p0872,ch24_combinatorial,145,39,ok
as_p0874,ch24_combinatorial,397,30,ok
as_p0875,ch25_num_interp,375,49,ok
as_p0876,ch25_num_interp,712,75,ok
as_p0879,ch25_num_interp,1043,30,ok
as_p0880,ch25_num_interp,1343,160,ok
as_p0881,ch25_num_interp,728,39,ok
as_p0882,ch25_num_interp,360,12,ok
as_p0883,ch25_num_interp,206,21,ok
as_p0884,ch25_num_interp,204,8,ok
as_p0885,ch25_num_interp,1131,58,ok
as_p0886,ch25_num_interp,2006,94,ok
as_p0887,ch25_num_interp,2107,87,ok
as_p0889,ch25_num_interp,2172,108,ok
as_p0890,ch25_num_interp,2211,149,ok
as_p0891,ch25_num_interp,139,5,ok
as_p0892,ch25_num_interp,399,13,ok
as_p0893,ch25_num_interp,1845,149,ok
as_p0896,ch25_num_interp,1853,43,ok
as_p0897,ch25_num_interp,246,3,ok
as_p0898,ch25_num_interp,3729,563,ok
as_p0899,ch25_num_interp,2226,328,ok
as_p0901,ch25_num_interp,1556,263,ok
as_p0904,ch25_num_interp,3358,364,ok
as_p0907,ch25_num_interp,1538,215,ok
as_p0908,ch25_num_interp,4187,634,ok
as_p0909,ch25_num_interp,233,12,ok
as_p0912,ch25_num_interp,1611,303,ok
as_p0913,ch25_num_interp,366,36,ok
as_p0914,ch25_num_interp,3468,987,ok
as_p0915,ch25_num_interp,824,187,ok
as_p0917,ch25_num_interp,200,29,ok
as_p0918,ch25_num_interp,5256,743,ok
as_p0919,ch25_num_interp,155,19,ok
as_p0921,ch25_num_interp,552,24,ok
as_p0923,ch25_num_interp,1654,217,ok
as_p0924,ch25_num_interp,4910,784,ok
as_p0925,ch26_probability,1800,203,ok
as_p0926,ch26_probability,768,87,ok
as_p0927,ch26_probability,2760,422,ok
as_p0928,ch26_probability,669,39,ok
as_p0930,ch26_probability,237,24,ok
as_p0931,ch26_probability,694,82,ok
as_p0932,ch26_probability,1318,190,ok
as_p0934,ch26_probability,2277,202,ok
as_p0935,ch26_probability,661,39,ok
as_p0936,ch26_probability,2965,195,ok
as_p0937,ch26_probability,887,81,ok
as_p0938,ch26_probability,158,18,ok
as_p0939,ch26_probability,146,15,ok
as_p0941,ch26_probability,2101,109,ok
as_p0942,ch26_probability,1146,49,ok
as_p0944,ch26_probability,793,58,ok
as_p0945,ch26_probability,676,35,ok
as_p0946,ch26_probability,2164,195,ok
as_p0947,ch26_probability,1072,46,ok
as_p0948,ch26_probability,2352,112,ok
as_p0950,ch26_probability,1658,261,ok
as_p0951,ch26_probability,2916,417,ok
as_p0952,ch26_probability,1833,272,ok
as_p0953,ch26_probability,3595,526,ok
as_p0954,ch26_probability,3035,445,ok
as_p0956,ch26_probability,2024,249,ok
as_p0957,ch26_probability,1881,210,ok
as_p0958,ch26_probability,2884,353,ok
as_p0959,ch26_probability,2660,386,ok
as_p0960,ch26_probability,2617,381,ok
as_p0961,ch26_probability,3533,478,ok
as_p0962,ch26_probability,2036,307,ok
as_p0963,ch26_probability,546,87,ok
as_p0964,ch26_probability,585,88,ok
as_p0967,ch26_probability,1615,247,ok
as_p0970,ch26_probability,2963,464,ok
as_p0971,ch26_probability,1605,240,ok
as_p0972,ch26_probability,1807,363,ok
as_p0974,ch26_probability,1599,330,ok
as_p0975,ch26_probability,1554,205,ok
as_p0977,ch26_probability,776,178,ok
as_p0979,ch26_probability,1681,52,ok
as_p0980,ch26_probability,1686,353,ok
as_p0981,ch26_probability,1647,340,ok
as_p0982,ch26_probability,1582,338,ok
as_p0983,ch26_probability,335,36,ok
as_p0986,ch26_probability,1596,418,ok
as_p0987,ch26_probability,1642,38,ok
as_p0988,ch26_probability,1621,443,ok
as_p0989,ch26_probability,811,279,ok
as_p0990,ch26_probability,3240,513,ok
as_p0991,ch26_probability,5246,907,ok
as_p0992,ch26_probability,1573,256,ok
as_p0993,ch26_probability,1571,260,ok
as_p0994,ch26_probability,2491,412,ok
as_p0995,ch26_probability,1575,261,ok
as_p0996,ch26_probability,413,30,ok
as_p0997,ch27_misc,1686,105,ok
as_p0998,ch27_misc,1657,44,ok
as_p1001,ch27_misc,924,82,ok
as_p1002,ch27_misc,129,21,ok
as_p1006,ch27_misc,1830,388,ok
as_p1010,ch27_misc,471,71,ok
as_p1011,ch28_scales_notation,1540,293,ok
as_p1012,ch28_scales_notation,1353,216,ok
as_p1013,ch28_scales_notation,479,93,ok
as_p1014,ch28_scales_notation,325,21,ok
as_p1015,ch28_scales_notation,2829,452,ok
as_p1016,ch28_scales_notation,2322,428,ok
as_p1018,ch28_scales_notation,392,54,ok
as_p1019,ch29_laplace,212,30,ok
as_p1020,ch29_laplace,1881,171,ok
as_p1021,ch29_laplace,160,11,ok
as_p1022,ch29_laplace,1748,172,ok
as_p1024,ch29_laplace,1896,65,ok
as_p1025,ch29_laplace,431,22,ok
as_p1026,ch29_laplace,1414,93,ok
as_p1027,ch29_laplace,1524,174,ok
as_p1029,ch29_laplace,2023,102,ok
as_p1030,ch29_laplace,1614,231,ok
as_p1033,ch29_laplace,3566,607,ok
as_p1034,ch29_laplace,3158,437,ok
as_p1036,ch29_laplace,2796,411,ok
as_p1038,ch29_laplace,2543,452,ok
as_p1040,ch29_laplace,3685,534,ok
as_p1042,ch29_laplace,3664,526,ok
as_p1044,ch29_laplace,727,79,ok
as_p1045,ch29_laplace,2068,261,ok
as_p1046,ch29_laplace,2780,215,ok
as_p1047,ch29_laplace,392,54,ok
as_p1049,ch29_laplace,398,31,ok
